[mass=10.0;maxForwardSpeed=10.0;maxBackwardSpeed=0.0;turnRange=0.349066;brakePower=0.3;enginePower=0.2;steeringPower=0.2]
0;1;0.73;7.363284;0.647803;2.490536;
1;1;0.75;7.262059;0.503393;2.476117;
1;1;0.77;7.149971;0.349491;2.462124;
1;1;0.79;7.026812;0.186366;2.448516;
1;1;0.81;6.900448;0.013915;2.435616;
1;1;0.83;6.780869;-0.168162;2.42393;
1;0;0.85;6.655562;-0.15717;2.412938;
1;0;0.87;6.524305;-0.146878;2.402647;
1;0;0.89;6.386892;-0.137299;2.393067;
1;0;0.91;6.243129;-0.128446;2.384214;
1;0;0.93;6.09284;-0.120339;2.376107;
1;0;0.95;5.935864;-0.113003;2.368771;
1;-1;0.97;5.77142;-0.099229;2.362195;
1;-1;0.99;5.598746;-0.079156;2.35637;
1;-1;1.0;5.418732;-0.052961;2.351406;
1;-1;1.0;5.232385;-0.020783;2.347439;
1;-1;1.0;5.03923;0.017328;2.344522;
1;0;1.0;4.841894;0.018888;2.342961;
1;0;1.0;4.641931;0.019558;2.342292;
1;0;1.0;4.44197;0.020277;2.341573;
1;0;1.0;4.242013;0.02105;2.3408;
1;0;1.0;4.042059;0.021885;2.339965;
1;0;1.0;3.842109;0.022789;2.339061;
1;-1;1.0;3.642201;0.031053;2.337778;
1;-1;1.0;3.442413;0.047041;2.335752;
1;-1;1.0;3.242897;0.071187;2.33255;
1;0;1.0;3.043428;0.074705;2.329032;
1;0;1.0;2.844015;0.078589;2.325149;
1;0;1.0;2.644666;0.082897;2.320841;
1;0;1.0;2.445393;0.087703;2.316034;
1;0;1.0;2.246209;0.0931;2.310638;
1;0;1.0;2.047132;0.099202;2.304536;
1;0;1.0;1.848184;0.106156;2.297581;
1;0;1.0;1.649394;0.114155;2.289582;
1;0;1.0;1.450802;0.123451;2.280287;
1;0;1.0;1.252459;0.134384;2.269353;
1;0;1.0;1.054437;0.147428;2.25631;
1;-1;1.0;0.857071;0.170973;2.239746;
1;-1;1.0;0.660889;0.207081;2.217601;
1;-1;1.0;0.466763;0.258853;2.186773;
1;-1;1.0;0.276185;0.331122;2.142429;
1;-1;1.0;0.091783;0.43164;2.076817;
1;-1;1.0;8.212735;-0.499563;-1.05326;
1;-1;1.0;8.033126;-0.460338;-1.043616;
1;-1;1.0;7.849911;-0.413495;-1.034609;
1;-1;1.0;7.663394;-0.358986;-1.026286;
1;-1;1.0;7.474139;-0.296749;-1.018709;
1;-1;1.0;7.283;-0.226702;-1.011962;
1;-1;1.0;7.091141;-0.148736;-1.006152;
1;-1;1.0;6.900051;-0.062716;-1.001415;
1;-1;1.0;6.711557;0.031526;-0.997918;
1;0;1.0;6.519934;0.029113;-0.995505;
1;0;1.0;6.325117;0.027864;-0.994257;
1;0;1.0;6.127073;0.027875;-0.994268;
1;-1;1.0;5.927198;0.035862;-0.995274;
1;-1;1.0;5.727453;0.051306;-0.996754;
1;-1;1.0;5.527991;0.074461;-0.998966;
1;-1;1.0;5.329072;0.105616;-1.002196;
1;0;1.0;5.130222;0.109056;-1.005635;
1;0;1.0;4.93145;0.112726;-1.009305;
1;0;1.0;4.732764;0.11665;-1.01323;
1;0;1.0;4.534172;0.120856;-1.017436;
1;0;1.0;4.335685;0.125375;-1.021955;
1;0;1.0;4.137316;0.130243;-1.026823;
1;0;1.0;3.939078;0.135503;-1.032082;
1;0;1.0;3.740989;0.141201;-1.037781;
1;0;1.0;3.543066;0.147397;-1.043976;
1;0;1.0;3.345334;0.154156;-1.050736;
1;0;1.0;3.14782;0.16156;-1.05814;
1;0;1.0;2.950555;0.169704;-1.066283;
1;0;1.0;2.75358;0.178703;-1.075282;
1;0;1.0;2.556943;0.188698;-1.085277;
1;1;1.0;2.36043;0.192472;-1.096033;
1;1;1.0;2.163808;0.189735;-1.107258;
0;1;1.0;1.96684;0.180116;-1.118583;
0;1;1.0;1.769318;0.163139;-1.129532;
-1;1;0.97;1.577024;0.137628;-1.139143;
-1;1;0.94;1.38994;0.102546;-1.146611;
-1;1;0.91;1.208124;0.056859;-1.151145;
-1;1;0.88;1.0318;-0.00049;-1.151951;
-1;1;0.85;0.861496;-0.070795;-1.148013;
-1;1;0.82;0.698101;-0.155657;-1.138032;
-1;1;0.79;0.542936;-0.257053;-1.120356;
-1;1;0.76;0.397831;-0.377371;-1.092942;
-1;1;0.73;0.265222;-0.519367;-1.053415;
-1;1;0.7;0.147698;-0.686037;-0.999186;
-1;1;0.67;0.047379;-0.880442;-0.927642;
-1;1;0.64;6.883729;1.108508;2.397559;
-1;1;0.61;6.842827;0.977229;2.383623;
-1;1;0.58;6.791807;0.83303;2.370571;
0;1;0.58;6.730378;0.675947;2.358366;
0;1;0.58;6.658276;0.506013;2.346976;
1;1;0.6;6.575262;0.323655;2.336373;
1;1;0.62;6.481121;0.129271;2.326537;
1;1;0.64;6.375656;-0.076771;2.317451;
1;1;0.66;6.27308;-0.294623;2.309597;
1;0;0.68;6.165152;-0.287777;2.30275;
1;0;0.7;6.051705;-0.281969;2.296942;
1;0;0.72;5.932597;-0.277235;2.292208;
1;0;0.74;5.807711;-0.27362;2.288593;
1;0;0.76;5.676958;-0.271178;2.286151;
1;0;0.78;5.540275;-0.269971;2.284944;
1;0;0.8;5.397633;-0.270077;2.28505;
1;-1;0.82;5.248348;-0.26304;2.286527;
1;-1;0.84;5.091769;-0.24914;2.289452;
1;-1;0.86;4.927314;-0.228665;2.293919;
1;-1;0.88;4.754778;-0.201738;2.299869;
1;-1;0.9;4.577184;-0.166282;2.305046;
1;-1;0.92;4.394508;-0.122078;2.309063;
1;-1;0.94;4.206938;-0.068827;2.31146;
1;-1;0.96;4.014849;-0.006207;2.311761;
1;-1;0.98;3.818583;0.065864;2.309734;
1;-1;1.0;3.618892;0.147509;2.305115;
1;0;1.0;3.421162;0.154157;2.298467;
1;0;1.0;3.223645;0.161428;2.291196;
1;0;1.0;3.026374;0.169412;2.283212;
1;0;1.0;2.829386;0.178218;2.274406;
1;0;1.0;2.632726;0.187978;2.264646;
1;0;1.0;2.436453;0.198854;2.25377;
1;0;1.0;2.240635;0.211046;2.241578;
1;0;1.0;2.045361;0.224804;2.22782;
1;0;1.0;1.850742;0.240444;2.21218;
1;0;1.0;1.656922;0.258371;2.194253;
1;0;1.0;1.464091;0.279111;2.173513;
1;0;1.0;1.272499;0.303359;2.149265;
1;0;1.0;1.082488;0.332053;2.120571;
1;0;1.0;0.894535;0.366473;2.086151;
1;0;1.0;0.709319;0.408411;2.044213;
1;-1;1.0;0.52846;0.468222;1.991384;
1;-1;1.0;0.354442;0.550711;1.922857;
1;-1;1.0;0.191165;0.66262;1.831892;
1;-1;1.0;0.044781;0.812781;1.709656;
1;-1;1.0;2.840474;-0.34116;-1.225883;
1;-1;1.0;2.64984;-0.315428;-1.209727;
1;-1;1.0;2.457305;-0.281798;-1.194488;
1;-1;1.0;2.263109;-0.239988;-1.180447;
1;-1;1.0;2.06779;-0.189683;-1.16792;
1;-1;1.0;1.872119;-0.130431;-1.157359;
1;-1;1.0;1.677129;-0.061591;-1.149405;
1;0;1.0;1.478178;-0.067126;-1.143869;
1;0;1.0;1.278668;-0.073014;-1.137982;
1;1;1.0;1.079369;-0.087681;-1.130296;
0;1;1.0;0.880511;-0.112436;-1.119504;
0;1;1.0;0.682497;-0.149188;-1.103695;
-1;1;0.97;0.491932;-0.200269;-1.080755;
-1;1;0.94;0.309873;-0.269379;-1.047213;
-1;1;0.91;0.138072;-0.361823;-0.99801;
-1;1;0.88;12.813495;1.673897;-2.106533;
-1;1;0.85;12.823037;1.626801;-2.118825;
-1;1;0.82;12.824839;1.570772;-2.130696;
-1;1;0.79;12.818718;1.505447;-2.142108;
0;1;0.79;12.80441;1.431201;-2.153437;
1;1;0.81;12.781879;1.348453;-2.164882;
1;1;0.83;12.75115;1.257286;-2.17632;
1;1;0.85;12.712153;1.157738;-2.187589;
1;1;0.87;12.664692;1.049798;-2.198493;
1;1;0.89;12.608432;0.933412;-2.208793;
1;1;0.91;12.543088;0.808743;-2.218482;
1;1;0.93;12.468402;0.675967;-2.227572;
1;1;0.95;12.384137;0.535253;-2.236072;
1;1;0.97;12.290073;0.38676;-2.24399;
1;1;0.99;12.18601;0.23064;-2.251332;
1;1;1.0;12.071764;0.066965;-2.258103;
1;1;1.0;11.947167;-0.104261;-2.264302;
1;1;1.0;11.812066;-0.28304;-2.26993;
1;0;1.0;11.666323;-0.277989;-2.274981;
1;0;1.0;11.509815;-0.273521;-2.279449;
1;0;1.0;11.342435;-0.269647;-2.283323;
1;0;1.0;11.164087;-0.26638;-2.28659;
1;0;1.0;10.981525;-0.263811;-2.289159;
1;0;1.0;10.797767;-0.262003;-2.290967;
1;0;1.0;10.61276;-0.260992;-2.291978;
1;0;1.0;10.426476;-0.260816;-2.292154;
1;0;1.0;10.238908;-0.261516;-2.291454;
1;0;1.0;10.05008;-0.263138;-2.289832;
1;0;1.0;9.860039;-0.26573;-2.28724;
1;0;1.0;9.668869;-0.269344;-2.283626;
1;0;1.0;9.476684;-0.274039;-2.278931;
1;0;1.0;9.284289;-0.279302;-2.273668;
1;0;1.0;9.09219;-0.284765;-2.268205;
1;-1;1.0;8.900009;-0.283324;-2.262665;
1;-1;1.0;8.707367;-0.274844;-2.257182;
1;-1;1.0;8.513911;-0.25918;-2.251902;
1;-1;1.0;8.319348;-0.236174;-2.246983;
1;-1;1.0;8.123473;-0.205649;-2.242601;
1;-1;1.0;7.926208;-0.167414;-2.238948;
1;0;1.0;7.729068;-0.171232;-2.23513;
1;0;1.0;7.532061;-0.175226;-2.231136;
1;0;1.0;7.335196;-0.17941;-2.226953;
1;0;1.0;7.138485;-0.183795;-2.222568;
1;-1;1.0;6.941681;-0.181243;-2.218138;
1;-1;1.0;6.744544;-0.17158;-2.213838;
1;-1;1.0;6.546869;-0.154613;-2.209861;
1;-1;1.0;6.348515;-0.130127;-2.206422;
1;0;1.0;6.150253;-0.133756;-2.202793;
1;0;1.0;5.952091;-0.137593;-2.198956;
1;0;1.0;5.754037;-0.141654;-2.194895;
1;0;1.0;5.556101;-0.145961;-2.190588;
1;0;1.0;5.358294;-0.150536;-2.186013;
1;-1;1.0;5.160418;-0.1482;-2.181368;
1;-1;1.0;4.962277;-0.138726;-2.176879;
1;0;1.0;4.764265;-0.143524;-2.172081;
1;0;1.0;4.566395;-0.148663;-2.166942;
1;0;1.0;4.368682;-0.154181;-2.161424;
1;0;1.0;4.171146;-0.160121;-2.155485;
1;-1;1.0;3.97358;-0.159274;-2.14935;
1;-1;1.0;3.775776;-0.151375;-2.143286;
1;-1;1.0;3.577548;-0.136114;-2.137604;
1;-1;1.0;3.378771;-0.11312;-2.132672;
1;-1;1.0;3.179412;-0.081953;-2.128933;
1;0;1.0;2.980117;-0.086066;-2.124819;
1;0;1.0;2.780896;-0.090613;-2.120272;
1;0;1.0;2.581762;-0.095666;-2.11522;
1;0;1.0;2.382731;-0.101314;-2.109572;
1;0;1.0;2.18382;-0.107667;-2.103219;
1;0;1.0;1.985056;-0.114867;-2.096019;
1;0;1.0;1.786468;-0.123093;-2.087792;
1;0;1.0;1.588098;-0.132582;-2.078304;
1;0;1.0;1.389999;-0.143644;-2.067241;
1;0;1.0;1.192246;-0.156704;-2.054181;
1;0;1.0;0.994941;-0.172351;-2.038535;
1;1;1.0;0.798502;-0.199169;-2.018698;
1;1;1.0;0.603586;-0.239516;-1.992313;
1;1;1.0;0.411272;-0.296964;-1.95581;
1;1;1.0;0.223401;-0.377096;-1.903603;
1;1;1.0;0.043216;-0.488849;-1.826756;
1;1;1.0;2.979236;0.564201;-2.329267;
1;1;1.0;2.806486;0.541229;-2.355164;
1;1;1.0;2.631337;0.511225;-2.381011;
1;1;1.0;2.454159;0.474025;-2.406643;
1;1;1.0;2.275408;0.42936;-2.431791;
1;1;1.0;2.095607;0.376816;-2.456042;
1;1;1.0;1.915328;0.315789;-2.47879;
1;1;1.0;1.734702;0.245648;-2.499406;
1;1;1.0;1.553093;0.165969;-2.517465;
1;1;1.0;1.369924;0.076197;-2.532413;
1;1;1.0;1.184696;-0.024409;-2.543508;
1;1;1.0;0.997018;-0.136882;-2.549717;
