[mass=10.0;maxForwardSpeed=10.0;maxBackwardSpeed=0.0;turnRange=0.349066;brakePower=0.3;enginePower=0.2;steeringPower=0.2]
1;0;1.0;6.197008;0.025669;-2.228493;
1;0;1.0;5.997076;0.026402;-2.229227;
1;0;1.0;5.797148;0.027179;-2.230003;
1;0;1.0;5.597224;0.028003;-2.230827;
1;0;1.0;5.397305;0.028878;-2.231702;
1;0;1.0;5.197391;0.02981;-2.232634;
1;0;1.0;4.997482;0.030804;-2.233628;
1;0;1.0;4.797581;0.031866;-2.234691;
1;0;1.0;4.597686;0.033005;-2.235829;
1;1;1.0;4.397756;0.026987;-2.236793;
1;1;1.0;4.197774;0.013526;-2.237294;
1;1;1.0;3.997779;-0.007715;-2.236998;
1;1;1.0;3.797912;-0.037125;-2.235512;
1;0;1.0;3.598055;-0.03874;-2.233898;
1;0;1.0;3.398212;-0.040501;-2.232137;
1;0;1.0;3.198384;-0.04243;-2.230208;
1;0;1.0;2.998573;-0.044551;-2.228086;
1;0;1.0;2.798782;-0.046896;-2.225741;
1;1;1.0;2.599088;-0.05687;-2.222749;
1;1;1.0;2.399619;-0.074996;-2.218585;
1;1;1.0;2.200596;-0.101926;-2.212599;
1;0;1.0;2.001703;-0.108706;-2.20582;
1;0;1.0;1.802968;-0.116447;-2.198078;
1;0;1.0;1.604426;-0.125369;-2.189156;
1;0;1.0;1.406126;-0.135763;-2.178762;
1;0;1.0;1.208132;-0.148022;-2.166503;
1;0;1.0;1.010535;-0.162694;-2.151832;
1;1;1.0;0.813722;-0.188297;-2.13321;
1;1;1.0;0.618298;-0.227088;-2.108381;
1;1;1.0;0.425264;-0.282488;-2.073925;
1;1;1.0;0.236333;-0.359846;-2.024492;
1;1;1.0;0.054523;-0.467757;-1.951488;
1;1;1.0;3.087311;0.47017;-2.338876;
1;1;1.0;2.905656;0.442244;-2.359819;
1;1;1.0;2.721449;0.406722;-2.380147;
1;1;1.0;2.535124;0.363316;-2.399573;
1;1;1.0;2.347204;0.311606;-2.417676;
1;1;1.0;2.158304;0.251;-2.433865;
1;1;1.0;1.969017;0.180726;-2.447367;
1;1;1.0;1.778876;0.100246;-2.457644;
1;1;1.0;1.587513;0.008862;-2.463999;
1;1;1.0;1.394686;-0.094355;-2.465502;
1;1;1.0;1.200343;-0.210677;-2.46088;
1;1;1.0;1.004706;-0.341897;-2.448343;
1;0;1.0;0.80842;-0.364939;-2.4253;
1;0;1.0;0.612957;-0.402253;-2.387987;
1;0;1.0;0.427555;-0.454643;-2.335596;
1;0;1.0;0.250959;-0.52491;-2.26533;
1;1;1.0;0.083348;-0.625657;-2.171563;
1;1;1.0;5.714551;0.206665;-3.017848;
1;1;1.0;5.518095;0.191387;-3.023514;
